76f8a946-8990-42b4-a664-e741c13bc9f3	0	1024	256	DXT1
bdf03db5-84f9-4a6c-a9b9-920146222acf	0	1024	256	DXT1
9002fe64-3eb4-436f-a58c-25fb12ec6bf6	0	1024	128	DXT1
868958bf-d4ba-4032-bc71-0a6b0a5826ab	0	1024	128	DXT1
e79663df-8179-4b49-8a70-662d9a9a5de5	0	1024	512	DXT1
7957425f-06be-42eb-b66c-52e151ff24a3	0	1024	512	DXT1
b48ecf71-63fe-4c60-bdf9-1cf00f12c46d	0	1024	256	DXT1
2b7778da-93ef-42ad-a9ba-8ec99632de95	0	1024	256	DXT1
a5bb040a-66ca-4a42-aacf-6a7706cd6c79	0	1024	256	DXT1
7ec0d966-55fa-40ce-8a0d-248ce4754a3e	0	1024	256	DXT1
9a46e628-3b29-4bc0-ac96-c708ac3cfcf9	0	1024	512	DXT1
8537e460-0308-43a2-bc77-306c65d04c2d	0	1024	512	DXT1
d2bc0820-40ea-4e16-b7d6-336e936cba15	0	512	64	DXT1
9b2a3051-47a1-4b1f-a04c-c64e4a51bace	0	512	64	DXT1
313e91d6-f836-42eb-9831-201442980f46	0	1024	512	DXT1
a888772a-496e-49a2-b008-c5b8ebfbab91	0	1024	512	DXT1
7a597568-5736-4737-956f-e07d803c218b	0	1024	512	DXT1
b0727d06-79cc-4b46-b36c-47364215ce58	0	1024	512	DXT1
c1858c11-57ce-4a52-8971-de0cccf5b532	0	1024	512	DXT1
60e113d0-1c68-4fae-a76a-932bab293df6	0	1024	512	DXT1
dc2fa81b-ca49-46b6-9960-8fb1291c429a	0	1024	512	DXT1
f132cc4f-9870-4109-ac0d-eaf290c7eb82	0	1024	512	DXT1
47b000fa-1b36-419c-a4bf-0a4f56babd1d	0	1024	512	DXT1
b152bd2a-e965-4710-8c28-03e509dc944d	0	1024	512	DXT1
b17bcbd4-9992-4e96-bb27-555c1e0cd52c	0	1024	64	DXT1
614cb720-1684-4809-9896-f801be5118ff	0	1024	64	DXT1
ca447817-f972-4308-9bc7-2007771c687a	0	1024	128	DXT1
5a361b0f-0e10-48e5-b555-37a34f69bb63	0	1024	128	DXT1
d872f5ce-b79a-42fc-b8ef-19f18b294abe	0	1024	256	DXT1
eb70d9b2-3772-4ada-8b10-8ddf7f6ef07a	0	1024	256	DXT1
56923f78-20d4-4614-9f39-06a07a37539b	0	1024	512	DXT1
3245ddcf-1ccf-4c86-804a-8c642b0e8a61	0	1024	512	DXT1
8cfa78e7-0d6b-4e7d-9b56-c7163455bdac	0	1024	512	DXT1
60a4345d-a00e-40ee-8119-e142db179704	0	1024	512	DXT1
7677d643-ff9e-44be-9f37-5e433ab004d4	0	1024	512	DXT1
e370facc-a6bf-4a90-a209-4f7454cc38c6	0	1024	512	DXT1
cf8656d7-1307-48bc-b682-9c8f9861bc95	0	1024	512	DXT1
5f93d876-873a-434b-93d7-1db9c51f504d	0	1024	512	DXT1
1ff94fdb-47f9-4f89-b54b-67b15fb0375f	0	1024	512	DXT1
cff56f46-666f-40c6-a342-43e25e38e58d	0	1024	512	DXT1
ad3a479a-b15d-448e-800f-c6c43963aa50	0	1024	256	DXT1
c67899c0-64c9-4931-ad49-cedf62d19e5c	0	1024	256	DXT1
38f7e774-93cb-4617-9233-d18e37456da1	0	1024	512	DXT1
f88dc441-e0d8-459c-93bf-26a13a898b3d	0	1024	512	DXT1
8285ce35-76dc-4c45-81b8-5cd67d1d7423	0	256	128	DXT1
e802cb7e-199c-4a00-bca8-9c07c67978b9	0	512	64	DXT1
b8a511c4-9518-43cb-b277-845eb27a173b	0	256	128	DXT1
8fb92559-3360-4644-a80c-a87f4dc3878d	0	512	64	DXT1
9fc4f74b-9dc3-428b-83c5-4145f819d041	0	256	128	DXT1
b8c2baf1-cbfe-4f4d-b5c8-d79368d4f051	0	512	64	DXT1
17c81a79-1daf-42d0-bd2a-1d5ed785e803	0	1024	512	DXT1
a42b10c8-aa32-4819-9e53-ada847fc9703	0	1024	512	DXT1
29cdfc4b-6dbd-4e0e-ad4e-3296a0475582	0	256	128	DXT1
c25dea6c-a8c8-44d9-82bb-23c09af14226	0	512	64	DXT1
30cdc540-8c5a-4a22-887f-e67213a0124b	0	1024	512	DXT1
e7663516-1c6e-4a26-9888-6a2314582ef8	0	1024	512	DXT1
1203d521-d36c-4642-a11d-9e6f5e0306aa	0	1024	512	DXT1
8d6e91d6-3f5c-4ebd-8cf8-98201ccff85e	0	1024	512	DXT1
10fafebb-34ce-4eab-8fdc-2c65b0d3d95d	0	1024	512	DXT1
39f3f326-a89d-4fea-9bc5-a880ce921cde	0	1024	512	DXT1
8fc1b359-b721-4925-a0f1-483a1fff28b4	1	128	256	DXT1
1b9e5f87-04ab-4ce1-9cd3-b9f8d7ba083d	0	512	256	DXT5
186bd1b3-85dd-45f7-afdf-f59a2d5697bf	0	512	1024	DXT1
b5b4cfa6-eee4-4bab-9374-b41108e80f2c	1	512	1024	DXT1
0eebedaa-db3c-44aa-89e1-ae11ca37e42b	1	512	1024	DXT1
4b36547d-e4a7-4a25-a294-23c8049f1e59	0	512	1024	DXT1
e8217ea2-1e52-471b-bf3c-5125fcb3f247	1	256	512	DXT5
d09aeac4-cfd7-4085-8cb8-a653948ee727	2	256	512	DXT1
1b84d529-38c4-410d-b018-0c43c10c21e3	0	1024	256	DXT1
59243e74-95f0-4df6-975e-89eed39e0841	0	1024	256	DXT1
6adcc46a-c3f1-46c0-a641-db64c7ac91ab	0	1024	32	DXT1
62b79b44-dfe9-4c76-8ce9-64be61eb2a6a	0	1024	32	DXT1
df43d51d-1059-470f-b3af-0d7604005bb6	0	1024	512	DXT1
269b6e14-e8e1-4e8b-9a21-747b79120b8f	0	1024	512	DXT1
b3503beb-8067-4422-a3a3-4241fa071f95	0	1024	128	DXT1
70c935ec-6d6f-49d0-9154-2135139da97c	0	1024	128	DXT1
ef384299-d725-4eef-8c66-b89ae98cdb32	0	1024	512	DXT1
e9882269-5e1d-43b0-afcf-11932d9908bb	0	1024	512	DXT1
cf1d9d77-8786-43b2-9bfb-7d9bb38ca429	0	1024	256	DXT1
333b7c67-cf8b-4655-b547-3acc6caf6258	0	1024	256	DXT1
f35d50ea-6cdb-48b6-8d82-e370c35a65d1	0	1024	128	DXT1
d2d4a341-758a-4f58-9aaa-84749d9d1278	0	1024	128	DXT1
2008984f-7d4e-4171-b424-31a3629e4f9a	0	1024	512	DXT1
247efe71-765a-4047-b9ed-0776ac6e6a43	0	1024	512	DXT1
